bookID,title,authors,language_code,num_pages,publication_date
32639,Sacrament,Clive Barker,eng,594,05/01/1997
32640,The Inhuman Condition (Books of Blood  #4),Clive Barker,eng,180,03/01/2001
32649,Notebook of a Return to the Native Land,Aimé Césaire/Annette Smith/Clayton Eshleman,eng,66,9/24/2001
32650,The Return of the Native,Thomas Hardy/Alexander Theroux,eng,448,2/13/2001
32656,The Return of the Native,Thomas Hardy/Phillip Mallett,eng,552,2/14/2006
32664,The Stephen King Collection: Stories from Night Shift,Stephen King/John  Glover,eng,9,05/02/2000
32667,Blood and Smoke,Stephen King,eng,4,01/01/2000
32668,LT's Theory of Pets,Stephen King,eng,1,08/01/2001
32679,Carretera maldita,Richard Bachman/Stephen King/Joseph M. Apfelbäume,spa,362,02/01/1999
32680,Silver Bullet,Stephen King/Bernie Wrightson,eng,255,11/12/1985
32682,Patriot Games (Jack Ryan  #1),Tom Clancy,eng,503,05/01/1992
32686,Legends,Robert Silverberg/Stephen King/Robert Jordan/Terry Goodkind/Anne McCaffrey/Orson Scott Card/Tad Williams/George R.R. Martin/Raymond E. Feist/Terry Pratchett/Ursula K. Le Guin,eng,717,09/08/2001
32689,Bare Bones: Conversations on Terror with Stephen King,Tim Underwood/Chuck Miller/Stephen King,eng,224,07/01/1989
32691,Four Past Midnight,Stephen King,eng,768,03/02/2004
32692,Gerald's Game,Stephen King,eng,332,09/01/1992
32694,Faithful: Two Diehard Boston Red Sox Fans Chronicle the Historic 2004 Season,Stewart O'Nan/Stephen King,eng,445,09/06/2005
32695,El talismán,Stephen King/Peter Straub/Pilar Giralt Gorina,spa,375,07/01/2003
32696,El umbral de la noche,Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,spa,417,4/30/2004
32702,Rabia,Richard Bachman/Stephen King/Hernán Sabaté Vargas,spa,203,09/01/1987
32703,The Diary of Ellen Rimbauer: My Life at Rose Red,Joyce Reardon/Steven Rimbauer/Ridley Pearson,eng,277,4/29/2001
32709,Now and on Earth,Jim Thompson/Stephen King,eng,320,02/01/1994
32714,The Monkey,Stephen King/David Purdham,eng,2,10/28/1989
32715,Desperation / The Regulators: Box Set,Stephen King/Richard Bachman,eng,1075,10/01/1996
32720,Ojos de fuego,Stephen King/Eduardo Goligorsky,spa,528,09/04/2001
32737,Tevye's Daughters: Collected Stories of Sholom Aleichem,Sholom Aleichem/Frances Butwin,eng,302,11/01/1999
32741,Favorite Tales of Sholom Aleichem,Sholom Aleichem/Ben Shahn/Frances Butwin/Julius Butwin,eng,692,11/18/1990
32750,Brown Girl  Brownstones,Paule Marshall/Mary Helen Washington/Edwidge Danticat,eng,324,08/01/2006
32760,V.,Thomas Pynchon,ger,544,08/01/1994
32765,Gimpel the Fool: And Other Stories,Isaac Bashevis Singer/Saul Bellow,eng,205,12/31/1988
32767,At the Mountains of Madness,H.P. Lovecraft/China Miéville/S.T. Joshi,eng,224,6/14/2005
32768,At the Mountains of Madness and Other Novels,H.P. Lovecraft/James Turner/S.T. Joshi/August Derleth,eng,458,12/01/1985
32769,At the Mountains of Madness and Other Tales of Terror,H.P. Lovecraft,eng,184,9/13/1991
32773,Mountain Madness (Wilderness  #24),David   Robbins/David Thompson,eng,170,06/01/1998
32774,At the Mountains of Madness and Other Novels of Terror,H.P. Lovecraft/August Derleth/E. Hoffmann Price,eng,552,6/17/2002
32778,The Aeneid,Virgil/Robert Fitzgerald,eng,483,6/30/1992
32779,The Aeneid (Verse Translation),Virgil/Rolfe Humphries,eng,368,1/15/1987
32780,The Iliad,Homer/Andrew Lang,eng,542,09/01/2011
32781,War and the Iliad,Simone Weil/Rachel Bespaloff/Mary McCarthy/Christopher E.G. Benfey/Hermann Broch,eng,121,3/31/2005
32782,The Iliad,Homer/Victor G. Ambrus/Nick McCarty,eng,95,9/15/2000
32807,Trojan Odyssey (Dirk Pitt  #17),Clive Cussler,eng,463,12/01/2004
32810,The Divine Comedy II: Purgatory,Dante Alighieri/Dorothy L. Sayers/C.W. Scott-Giles,eng,388,8/30/1981
32811,The Divine Comedy,Dante Alighieri/C.H. Sisson/David H. Higgins,eng,735,6/18/1998
32812,Paradiso (The Divine Comedy  #3),Dante Alighieri/Dorothy L. Sayers/Barbara Reynolds,eng,400,7/30/1962
32813,Modern Reader's Guide to Dante's the Divine Comedy,Joseph Gallagher,eng,256,05/10/1999
32814,The Canterbury Tales,Geoffrey Chaucer/Nevill Coghill,eng,489,7/30/1970
32816,The Canterbury Tales: Fifteen Tales and the General Prologue,Geoffrey Chaucer/V.A. Kolve/Glending Olson,enm,600,08/01/2005
32823,Fanning the Flame: Bible  Cross  and Mission,Chris    Green/Chris Wright/Paul Douglas Gardner,eng,336,6/17/2003
32827,From the Earth to the Moon (Extraordinary Voyages  #4),Jules Verne,eng,136,10/01/2006
32828,The Mammoth Book of New Jules Verne Adventures: Return to the Center of the Earth and Other Extraordinary Voyages  New Tales by the Heirs of Jules Verne,Mike Ashley/Eric Brown/Keith Brooke/Johan Heliot/Kevin J. Anderson/Sarah A. Hoyt/Justina Robson/Adam Roberts/Paul Di Filippo/Tim Lebbon/Molly Brown/Tony Ballantyne/Stephen Baxter/Richard A. Lupoff/Sharan Newman/Michael Pagel/Liz Williams/Brian Stableford/James Lovegrove/Ian Watson/Peter Criwther/Laurent Genefirt/F. Gwynplaine MacIntyre/Michael Mallory,eng,498,2/15/2005
32829,Journey to the Center of the Earth (Extraordinary Voyages  #3),Jules Verne,eng,240,4/25/2006
32830,20 000 Leagues Under The Sea,Pauline Francis/Jules Verne,eng,48,08/01/2004
32831,The Mysterious Island (Extraordinary Voyages  #12),Jules Verne/Caleb Carr/Jordan Stump,eng,723,4/27/2004
32832,The Lighthouse at the End of the World,Jules Verne,eng,260,3/20/2001
32833,The World of Jules Verne,Gonzague Saint Bris/Arthur C. Clarke/Stéphane Heuet/Helen Marx/Saint-Bris Gonzague,eng,85,11/01/2006
32835,The End of Nana Sahib: The Steam House (Extraordinary Voyages  #20),Jules Verne/Agnes D. Kingston,eng,276,7/19/2003
32836,Around the World in Eighty Days,Jules Verne/Herbert R. Lottman/Jacqueline Rogers,eng,236,06/07/2005
32843,Around the World in Eighty Days,Jules Verne/George M. Towle/Bruce Sterling,eng,211,12/30/2003
32844,The Mysterious Island,Jules Verne/Jordan Stump/Caleb Carr,eng,630,12/10/2002
32849,Adrift in the Pacific: Two Years Holiday (Extraordinary Voyages  #32),Jules Verne,eng,300,4/24/2003
32854,Final Payments,Mary Gordon,eng,304,06/06/2006
32872,Sliver of Truth (Ridley Jones #2),Lisa Unger,eng,308,01/02/2007
32880,The Mothman Prophecies,John A. Keel,eng,352,03/07/2002
32884,Intimate Communion: Awakening Your Sexual Essence,David Deida/Lorrie Bortner,eng,270,11/01/1995
32893,Letter to a Man in the Fire: Does God Exist and Does He Care?,Reynolds Price,eng,112,10/17/2000
32899,The Promise of Rest,Reynolds Price/Mary Bess Engel,eng,368,11/05/1996
32900,Perfect Match,Jodi Picoult,eng,368,05/01/2002
32913,Demon Box,Ken Kesey,eng,400,08/04/1987
32915,Sailor Song,Ken Kesey,eng,533,07/01/1993
32916,On the Bus: The Complete Guide to the Legendary Trip of Ken Kesey and the Merry Pranksters and the Birth of Counterculture,Paul Perry/Ken Babbs,eng,205,01/07/1997
32919,The Further Inquiry,Ken Kesey/Ron Bevirt,eng,215,10/01/1990
32929,Goodnight Moon,Margaret Wise Brown/Clement Hurd,eng,32,1/23/2007
32936,Goodnight Moon 123: A Counting Book (Over the Moon),Margaret Wise Brown/Clement Hurd,eng,32,07/01/2007
32939,New Rules: Polite Musings from a Timid Observer,Bill Maher,eng,304,7/26/2005
32941,True Story,Bill Maher,eng,304,10/01/2005
32942,Does Anybody Have a Problem With That? The Best of Politically Incorrect,Bill Maher,eng,288,5/20/1997
32946,The Outsiders,S.E. Hinton,eng,218,03/06/2003
32947,Outsiders Within: Writing on Transracial Adoption,Jane Jeong Trenka/Julia Chinyere Oparah,eng,300,08/01/2006
32950,Outsiders  Vol. 5: The Good Fight,Judd Winick/Matthew Clark/Art Thibert/Pop Mhan/Ron Randall,eng,192,01/03/2007
32951,Sister Outsider: Essays and Speeches,Audre Lorde,en-GB,190,06/01/1984
32957,Caramelo,Sandra Cisneros,eng,441,09/09/2003
32961,The House on Mango Street,Sandra Cisneros,eng,2,8/30/2005
32964,Selections from Homer’s Iliad,Homer/Allen Rogers Benner/Mark W. Edwards,eng,522,12/15/2001
32966,The Merchant of Venice,William Shakespeare,eng,240,04/07/2005
32975,Nancy Drew: Girl Detective: #1-4,Carolyn Keene,eng,640,10/01/2004
32977,Nancy's Mysterious Letter (Nancy Drew Mystery Stories  #8),Carolyn Keene/Walter Karig,eng,210,04/01/1996
32979,The Secret of the Old Clock (Nancy Drew Mystery Stories  #1),Carolyn Keene/Russell H. Tandy/Sara Paretsky,eng,210,09/01/1991
32980,The Mystery at the Moss-covered Mansion (Nancy Drew Mystery Stories  #18),Carolyn Keene/Russell H. Tandy/Mildred Benson,eng,215,02/01/2003
32981,The Mystery of the Brass-Bound Trunk (Nancy Drew Mystery Stories  #17),Carolyn Keene/Mildred Benson,eng,228,12/01/2001
32986,The Mantle of the Prophet: Religion and Politics in Iran,Roy Mottahedeh,eng,416,8/15/2000
32987,The Greatest Generation,Tom Brokaw,eng,464,05/01/2001
32994,Maverick: The Success Story Behind the World's Most Unusual Workplace,Ricardo Semler,eng,336,09/06/2001
33001,Weekend Warriors (Sisterhood  #1),Fern Michaels,eng,304,07/01/2004
33002,The Weekend Novelist,Robert J. Ray/Bret Norris,eng,266,04/01/2005
33007,The Week-End Book,Francis Meynell/John Julius Norwich/Francis Maynell,eng,368,05/04/2006
33008,North Carolina Weekends,Lynn Setzer,eng,353,10/01/2003
33013,Far from the Madding Crowd,Thomas Hardy/Margaret Drabble,eng,465,12/11/2001
33015,Selected Poems,Thomas Hardy/Robert Mezey,eng,320,12/01/1998
33017,Selected Poetry,Thomas Hardy/Samuel Hynes,eng,304,05/06/1999
33024,Underworld (Underworld  #1),Greg Cox/Danny McBride/Len Wiseman/Kevin Grevioux,eng,384,8/26/2003
33025,Underworld: The Mysterious Origins of Civilization,Graham Hancock,eng,784,10/28/2003
33026,The Dream and the Underworld,James Hillman,eng,256,7/25/1979
33028,Underworld (Star Wars: The Last of the Jedi  #3),Jude Watson,eng,160,12/01/2005
33029,Star Wars: Underworld - The Yavin Vassilika,Mike Kennedy/Carlos Meglia,eng,120,10/16/2001
33030,Underworld: Blood Enemy (Underworld  #2),Greg Cox/Len Wiseman/Kevin Grevioux,eng,310,11/30/2004
33032,Queen of the Underworld,Gail Godwin,eng,368,1/30/2007
33046,Ve  perro ¡Ve!,P.D. Eastman/Adolfo Pérez Perdomo,spa,24,2/25/2003
33052,Murder in the Cathedral,T.S. Eliot,eng,148,3/18/1964
33057,Cathedral  Forge  and Waterwheel: Technology and Invention in the Middle Ages,Frances Gies/Joseph Gies,eng,368,01/01/1995
33064,L'Équilibre du monde,Rohinton Mistry/Françoise Adelstain,fre,890,6/20/2001
33075,In the Kitchen with Rosie: Oprah's Favorite Recipes,Rosie Daley/Oprah Winfrey,eng,142,4/16/1994
33130,King Richard II,William Shakespeare/Andrew Gurr,eng,252,05/05/2003
33131,King Richard II,William Shakespeare/Charles R. Forker,eng,593,3/21/2002
33133,King Richard II,William Shakespeare/Andrew Gurr,eng,240,11/30/1984
33137,Floating in My Mother's Palm,Ursula Hegi/John Collier/Francine Kass,eng,192,07/03/1998
33139,Tearing the Silence: On Being German in America,Ursula Hegi,eng,304,07/03/1998
33144,Paint it Black,Janet Fitch,eng,387,09/01/2006
33151,The Tempest,William Shakespeare/Peter Hulme/William H. Sherman,eng,355,12/23/2003
33152,The Day of the Tempest (Dragonlance: Dragons of a New Age  #2),Jean Rabe,eng,352,08/01/2002
33153,A Tempest,Aimé Césaire/Richard Miller,eng,69,05/01/2002
33155,A Midsummer Night's Dream,William Shakespeare/Harold F. Brooks,eng,312,09/06/1979
33157,A Midsummer Night's Dream (SparkNotes Literature Guide),SparkNotes/William Shakespeare,eng,64,01/10/2002
33158,A Midsummer Night's Dream,William Shakespeare/R.A. Foakes,eng,168,4/28/2003
33159,Minuit dans le jardin du bien et du mal,John Berendt,fre,388,06/06/1998
33169,Les Essais (mis en français moderne par Claude Pinganaud),Michel de Montaigne,fre,806,9/14/2002
33174,Cliffs Notes on Hugo's Les Miserables,Amy L. Marsland,en-GB,120,11/01/1968
33175,Les Misérables,Victor Hugo/Norman Denny,eng,1232,3/25/1982
33179,Hamlet in Purgatory,Stephen Greenblatt,eng,344,9/15/2002
33180,From Hinton to Hamlet: Building Bridges between Young Adult Literature and the Classics,Sarah K. Herz/Donald R. Gallo,eng,256,09/01/2005
33185,Hamlet,William Shakespeare/Burton Raffel/Harold Bloom,eng,249,09/10/2003
33186,Hamlet  Prince of Denmark,William Shakespeare/Philip Edwards/Robert Hapgood,eng,270,4/21/2003
33191,Romeo & Juliet,William Shakespeare/Roma Gill,eng,142,5/26/2005
33192,Romeo and Juliet,William Shakespeare/Paul D. Moliken,eng,111,03/01/2003
33194,Romeo and Juliet,William Shakespeare/G. Blakemore Evans/Thomas Moisan,eng,278,05/01/2003
33195,Shakespeare's Romeo and Juliet,William Shakespeare/Karin Jacobson/Sidney Lamb,eng,231,05/08/2000
33197,Romeo and Juliet (SparkNotes Literature Guide),SparkNotes/Brian  Phillips/William Shakespeare,eng,88,01/10/2002
33198,Romeo and Juliet,William Shakespeare/René Weis,eng,350,7/15/2012
33247,La Petite Fille du Lac,Christina Schwarz/Marie-Hélène Sabard,fre,363,03/06/2003
33263,South of the Border  West of the Sun,Haruki Murakami/Philip Gabriel,eng,213,3/14/2000
33279,Clock of the Long Now: Time and Responsibility: The Ideas Behind the World's Slowest Computer,Stewart Brand,eng,208,04/06/2000
33282,Jessica's Bad Idea (Sweet Valley Twins and Friends  #31),Francine Pascal/Jamie Suzanne,eng,104,08/01/1989
33288,How to Win Friends and Influence People,Dale Carnegie,eng,268,04/06/2006
33291,How to Win Friends and Influence People,Dale Carnegie,eng,256,3/31/1994
33292,How to Win Friends and Influence People for Teen Girls,Donna Dale Carnegie,eng,208,06/02/2005
33293,Naked Economics: Undressing the Dismal Science,Charles Wheelan,eng,288,9/17/2003
33295,The Naked Warrior: Master the Secrets of the Super-Strong - Using Bodyweight Exercises Only,Pavel Tsatsouline,eng,218,01/01/2010
33297,The Naked Ape: A Zoologist's Study of the Human Animal,Desmond Morris,eng,256,4/13/1999
33308,There's No Toilet Paper . . . on the Road Less Traveled: The Best of Travel Humor and Misadventure,Doug Lansky,eng,216,11/16/2005
33313,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,eng,312,01/09/2007
33331,More Than You Know: Finding Financial Wisdom in Unconventional Places,Michael J. Mauboussin,eng,268,4/21/2006
33333,Searching for God Knows What,Donald Miller,eng,246,10/11/2004
33342,The More Than Complete Hitchhiker's Guide (Hitchhiker's Guide  #1-4 + short story),Douglas Adams,eng,624,11/01/1989
33344,Hitchhiker's Guide To The Galaxy: The Filming of the Douglas Adams classic,Robbie Stamp/Paul Simpson,eng,184,4/22/2005
33348,Different Seasons,Stephen King,en-GB,560,10/01/1983
33353,It's Called a Breakup Because It's Broken: The Smart Girl's Break-Up Buddy,Greg Behrendt/Amiira Ruotola (-Behrendt),eng,276,09/05/2006
33356,Jennifer Government,Max Barry,eng,352,02/05/2004
33363,Mama Day,Gloria Naylor,eng,312,4/23/1989
33365,A Feather on the Breath of God,Sigrid Nunez,eng,192,12/27/2005
33367,Mitz The Marmoset of Bloomsbury,Sigrid Nunez,eng,128,2/15/2007
33411,War with the Newts,Karel Čapek/M. Weatherall/R. Weatherall/Ivan Klíma,eng,348,10/07/1996
33418,Parallel Worlds: A Journey through Creation  Higher Dimensions  and the Future of the Cosmos,Michio Kaku,eng,361,2/14/2006
33436,Key Lime Pie Murder (Hannah Swensen  #9),Joanne Fluke,eng,342,7/31/2007
33437,Cherry Cheesecake Murder (Hannah Swensen  #8),Joanne Fluke,eng,382,02/01/2007
33438,Peach Cobbler Murder (Hannah Swensen  #7),Joanne Fluke,eng,384,02/01/2006
33439,Strawberry Shortcake Murder (Hannah Swensen  #2),Joanne Fluke,eng,320,02/02/2002
33440,Lemon Meringue Pie Murder (Hannah Swensen  #4),Joanne Fluke,eng,352,02/01/2004
33441,Fluke: Or  I Know Why the Winged Whale Sings,Christopher Moore,eng,321,6/15/2004
33442,Sugar Cookie Murder (Hannah Swensen  #6),Joanne Fluke,eng,380,10/01/2005
33443,Chocolate Chip Cookie Murder (Hannah Swensen  #1),Joanne Fluke,eng,436,09/01/2006
33445,Blueberry Muffin Murder (Hannah Swensen  #3),Joanne Fluke,eng,310,02/01/2003
33446,The Wolf Shall Dwell With the Lamb: A Spirituality for Leadership in a Multicultural Community,Eric H.F. Law,eng,144,01/01/1993
33447,Focus: The Future of Your Company Depends on It,Al Ries/Laura Ries,eng,320,9/27/2005
33448,Positioning: The Battle for Your Mind,Al Ries/Jack Trout,eng,246,1/18/2001
33449,The 22 Immutable Laws of Marketing: Violate Them at Your Own Risk,Al Ries/Jack Trout,eng,143,4/27/1994
33451,Horse Sense: How to Pull Ahead on the Business Track,Al Ries/Jack Trout,eng,240,03/01/1992
33453,You Suck (A Love Story  #2),Christopher Moore,eng,328,1/16/2007
33454,Bloodsucking Fiends (A Love Story  #1),Christopher Moore,eng,300,06/01/2004
33455,Island of the Sequined Love Nun,Christopher Moore,eng,325,5/25/2004
33456,A Dirty Job (Grim Reaper  #1),Christopher Moore,eng,387,3/21/2006
33457,Practical Demonkeeping (Pine Cove  #1),Christopher Moore,eng,256,5/25/2004
33458,The Lust Lizard of Melancholy Cove (Pine Cove  #2),Christopher Moore,eng,304,5/25/2004
33464,Granta 7,Bill Buford/Clive Sinclair/Graham Swift/Martin Amis/Rose Tremain/A.N. Wilson/Pat Barker/Julian Barnes/Ursula Bentley/William Boyd/Buchi Emecheta/Alan Judd/Maggie Gee/Kazuo Ishiguro/Adam Mars-Jones/Ian McEwan/Shiva Naipaul/Philip Norman/Christopher Priest/Salman Rushdie/Lisa St. Aubin de Terán,eng,320,04/01/2013
33473,Will Eisner's New York: Life in the Big City (The New York Tetralogy  #1-4),Will Eisner/Neil Gaiman,eng,421,10/17/2006
33474,Graphic Storytelling and Visual Narrative,Will Eisner,eng,164,10/01/1996
33477,The Best of the Spirit,Will Eisner/Neil Gaiman,eng,187,11/01/2005
33478,The Plot: The Secret Story of the Protocols of the Elders of Zion,Will Eisner/Stephen Eric Bronner/Umberto Eco/Sergei Nilus,eng,160,5/17/2006
33481,Will Eisner Sketchbook,Will Eisner,eng,200,02/03/2004
33484,The Conquering Sword of Conan (Conan the Cimmerian  #3),Robert E. Howard/Gregory Manchess/Patrice Louinet,eng,416,11/29/2005
33488,Conan and the Demons of Khitai,Akira Yoshida/Pat Lee/Paul Lee/C.B. Cebulski,eng,90,7/25/2006
33489,Call of Cthulhu: Horror Roleplaying (Call of Cthulhu RPG),Sandy Petersen/Lynn Willis,eng,320,3/30/2005
33490,The Call of Cthulhu and Other Weird Stories,H.P. Lovecraft,en-GB,420,7/25/2002
33491,The Keeper's Companion 2: Prohibition  Firearms  Tomes  & Creatures (Call of Cthulhu RPG),Lynn Willis/Brian M. Sammons/Adam Gauntlett/William Dietze/Greg Henrikson/Charles P. Zaglanis/J. Gordon Olmstead-Dean/M.J. Lempert/James Crowder,eng,170,12/01/2002
33492,Secrets of New York (Call of Cthulhu RPG),William    Jones,eng,180,06/12/2005
33493,The Keeper's Companion Vol. 1 (Call of Cthulhu RPG),Keith Herber/Brian M. Sammons/William Dietze/Chaosium Inc.,eng,208,9/15/2003
33494,Secrets of San Francisco: A 1920s Sourcebook for the City by the Bay (Call of Cthulhu RPG),Cody Goodfellow,eng,189,04/01/2006
33496,Miskatonic University: Dire Secrets & Campus Life (Call of Cthulhu RPG),Sam Johnson/Sandy Antunes,eng,242,10/12/2005
33497,Call of Cthulhu: Horror Roleplaying (Call of Cthulhu RPG),Sandy Petersen/Lynn Willis,eng,288,01/01/2000
33498,Shadows of Yog-Sothoth (Call of Cthulhu RPG),Sandy Petersen,eng,180,8/15/2004
33501,Song of Cthulhu: Tales of the Spheres Beyond Sound,Stephen Mark Rainey/H.P. Lovecraft/Ramsey Campbell/Edward P. Berglund/Fred Chappel/Caitlín R. Kiernan/Thomas F. Montelone/E.A. Lustig/Brian McNaughton/William R. Trotter,eng,211,12/03/2005
33507,Twenty Thousand Leagues Under the Sea (Extraordinary Voyages  #6),Jules Verne/Anthony Bonner,eng,394,04/01/2002
33512,One Thousand White Women: The Journals of May Dodd (One Thousand White Women  #1),Jim Fergus,eng,434,2/15/1999
33513,The White Man's Burden: Why the West's Efforts to Aid the Rest Have Done So Much Ill and So Little Good,William Easterly,eng,436,03/01/2007
33514,The Elements of Style,William Strunk Jr./E.B. White,eng,128,09/03/1999
33532,Dracula,Bram Stoker,eng,449,4/28/1994
33536,Happy Hour at Casa Dracula (Casa Dracula  #1),Marta Acosta,eng,314,07/04/2006
33537,Frankenstein,Mary Wollstonecraft Shelley/Susan J. Wolfson,eng,431,07/01/2006
33538,World War One British Poets: Brooke  Owen  Sassoon  Rosenberg and Others,Candace Ward,eng,71,4/22/1997
33539,World War II: A Short History,Michael J. Lyons,eng,343,6/19/2003
33541,A Short History of World War I,James L. Stokesbury,eng,352,02/01/1981
33543,Collected Stories  Vol. 2,Richard Matheson/Stanley Wiater/Jack Finney/George Clayton Johnson,eng,453,3/25/2005
33544,Nightmare At 20 000 Feet,Richard Matheson/Stephen King,eng,336,01/05/2002
33546,Earthbound,Logan Swanson/Richard Matheson,eng,223,4/16/2005
33547,Hell House,Richard Matheson,eng,301,07/01/2004
33550,Noir: Three Novels of Suspense,Richard Matheson,eng,385,10/01/2005
33551,7 Steps to Midnight,Richard Matheson,eng,320,7/18/2003
33554,Duel,Richard Matheson/Ray Bradbury,eng,400,01/04/2003
33555,What Dreams May Come,Richard Matheson,eng,288,01/01/2004
33557,Richard Matheson's Hell House  Book 2,Ian Edginton/Simon Fraser,eng,48,3/15/2005
33559,Bloodlines,Richard Matheson/Mark Dawidziak,eng,520,01/01/2007
33561,The Bridegroom,Ha Jin,eng,240,09/11/2001
33563,Under the Red Flag,Ha Jin,eng,224,06/01/1998
33565,Ocean of Words,Ha Jin,eng,205,7/28/1998
33566,The Bridegroom,Ha Jin,eng,225,10/04/2001
33567,In the Pond,Ha Jin,en-GB,160,01/03/2002
33569,That Was Then  This Is Now,S.E. Hinton,eng,159,04/01/1998
33574,Hawkes Harbor,S.E. Hinton,eng,289,10/01/2005
33577,The Collection: The Outsiders / Rumble Fish / That Was Then  This Is Now,S.E. Hinton,eng,448,06/01/1995
33581,The Work of Work Servitude  Slavery and Labor in Medieval England,Allen J. Frantzen/Ruth Mazo Karras/Madonna J. Hettinger/Elizabeth Stevens Girsch/John Ruffing/George Ovitt Jr./Ross Samson/Niall Brady/Douglas Moffat/David Aers/Louise M. Bishop,eng,240,8/14/1994
33608,East of Eden,John Steinbeck,eng,602,10/01/1992
33609,Katherine,Anya Seton/Philippa Gregory,eng,500,05/01/2004
33614,The Fourth of July Story,Alice Dalgliesh/Marie Nonnast,eng,32,06/01/1995
33615,Fourth of July Mice!,Bethany Roberts/Doug Cushman,eng,32,5/24/2004
33616,Apple Pie 4th of July,Janet S. Wong/Margaret Chodos-Irvine,eng,40,05/01/2006
33667,Roses Are Red (Alex Cross  #6),James Patterson,eng,400,11/20/2000
33668,4th of July (Women's Murder Club  #4),James Patterson/Maxine Paetro,eng,448,06/01/2006
33671,Virgin,James Patterson,eng,210,01/01/1980
33672,Thriller: Stories To Keep You Up All Night,James Patterson/Ted Bell/Raelynn Hillhouse/Gregg Hurwitz/Alex Kava/J.A. Konrath/John Lescroart/David Liss/Eric Van Lustbader/Dennis Lynds/Gayle Lynds/Steve Berry/Chris Mooney/David Morrell/Katherine Neville/Michael Palmer/Douglas Preston/Christopher Reich/James Rollins/M.J. Rose/James Siegel/Grant Blackwood/Brad Thor/M. Diane Vogt/F. Paul Wilson/Lee Child/Lincoln Child/David Dun/Heather Graham/James Grippando/Denise Hamilton/David Liparulo/Christopher  Rice,eng,568,5/30/2006
33676,Saving the World and Other Extreme Sports (Maximum Ride  #3),James Patterson,eng,405,5/29/2007
33681,1st To Die (The Women's Murder Club  #1),James Patterson,eng,471,02/01/2002
33682,How to Write a Damn Good Mystery: A Practical Step-by-Step Guide from Inspiration to Finished Manuscript,James N. Frey,eng,288,02/12/2004
33686,Mediterranean Winter: The Pleasures of History and Landscape in Tunisia  Sicily  Dalmatia and the Peloponnese,Robert D. Kaplan,eng,272,03/08/2005
33690,Balkan Ghosts: A Journey Through History,Robert D. Kaplan,eng,352,05/01/2005
33692,Mediterranean Winter: The Pleasures of History & Landscape in Tunisia  Sicily  Dalmatia & Greece,Robert D. Kaplan,eng,272,02/03/2004
33699,El librero de Kabul,Åsne Seierstad,spa,285,11/01/2004
33704,Der Buchhändler aus Kabul: Eine Familiengeschichte,Åsne Seierstad,ger,301,02/01/2003
33705,Does God Know How to Tie Shoes?,Nancy White Carlstrom/Lori McElrath-Eslick,eng,32,1/31/1997
33718,The Ties That Bind: Life's Most Essential Knots and Ties,Susan Oliver/Harry   Bates,eng,80,10/26/2004
33722,The Undomestic Goddess,Sophie Kinsella,eng,404,4/25/2006
33723,Girls' Night In,Lauren Henderson/Chris Manby/Sarah Mlynowski/Jill A. Davis/Stella Duffy/Lisa Jewell/Marian Keyes/Sophie Kinsella/Adèle Lang/Carole Matthews/Anna Maxted/Megan McCafferty/Alisa Valdes/Isabel Wolff/Meg Cabot/Jessica Adams/Louise Bagshawe/Emily Barr/Jenny Colgan/Lynda Curnyn/Jennifer Weiner,eng,325,8/25/2004
33724,Can You Keep a Secret?,Sophie Kinsella,eng,374,12/27/2005
33726,Crazy For You,Jennifer Crusie,eng,336,07/11/2004
33727,Welcome to Temptation (Dempseys  #1),Jennifer Crusie,eng,416,07/11/2004
33729,Faking It (Dempseys  #2),Jennifer Crusie,eng,448,07/11/2004
33732,Anyone But You,Jennifer Crusie,eng,283,11/21/2006
33734,Getting Rid of Bradley,Jennifer Crusie,eng,248,10/25/2001
33735,What The Lady Wants,Jennifer Crusie,eng,256,10/25/2002
33737,Manhunting,Jennifer Crusie,eng,328,1/30/2007
33744,The Unfortunate Miss Fortunes,Jennifer Crusie/Eileen Dreyer/Anne Stuart,eng,391,09/10/2007
33747,La falsificadora,Jennifer Crusie/Marina Mariasch,spa,420,09/01/2005
33751,Die Naschkatzen,Jennifer Crusie,ger,480,04/01/2001
33753,Coffee at Luke's: An Unauthorized Gilmore Girls Gabfest,Jennifer Crusie/Leah Wilson/Gregory Stevenson,eng,197,04/10/2007
33762,Bueno en la Cama,Jennifer Weiner/Eduardo García Murillo,spa,415,06/01/2003
33768,Behaving Like Adults,Anna Maxted,eng,400,08/03/2004
33771,Over 100 Truly Astonishing Sex Tips,Anna Maxted,eng,128,01/01/2000
33773,How to Seduce Your Dream Man,Anna Maxted,eng,224,05/02/2000
33774,Running in Heels,Anna Maxted,eng,432,5/28/2002
33775,Kopfüber ins Glück,Anna Maxted,ger,512,02/01/2003
33777,Venice: Tales of the City,Michelle Lovric,eng,464,1/20/2005
33795,Caucasia,Danzy Senna,eng,413,02/01/1999
33807,The Talbot Odyssey,Nelson DeMille,eng,544,07/01/1991
33808,The Lion's Game (John Corey  #2),Nelson DeMille,eng,720,01/01/2002
33809,Word of Honor,Nelson DeMille,eng,880,09/01/1998
33810,Plum Island (John Corey  #1),Nelson DeMille,eng,592,01/01/2002
33817,Spencerville,Nelson DeMille,eng,564,03/01/2008
